date,campaign_id,channel,campaign_type,region,impressions,clicks,spend,conversions
2026-02-17,C003,Display,Awareness,North,589208,24018,6793.27,1991
2026-02-17,C003,Display,Awareness,South,670559,32700,6040.5,2683
2026-02-17,C003,Display,Awareness,East,585549,14658,6743.4,965
2026-02-17,C003,Display,Awareness,West,552270,24772,6596.97,1990
2026-02-17,C004,Email,Retention,North,305101,10588,2929.41,864
2026-02-17,C004,Email,Retention,South,293134,10342,3013.83,624
2026-02-17,C004,Email,Retention,East,242970,9004,3070.24,757
2026-02-17,C004,Email,Retention,West,339854,9701,3200.35,533
2026-02-17,C005,Affiliate,Performance,North,349746,8878,4106.0,680
2026-02-17,C005,Affiliate,Performance,South,561938,30192,5153.22,2343
2026-02-17,C005,Affiliate,Performance,East,400275,14569,4128.47,1155
2026-02-17,C005,Affiliate,Performance,West,408696,13163,4513.53,773
2026-02-18,C001,Search,Performance,North,924984,50522,11269.88,3676
2026-02-18,C001,Search,Performance,South,1122496,57481,11659.28,5450
2026-02-18,C001,Search,Performance,East,1200894,41037,13634.5,2918
2026-02-18,C001,Search,Performance,West,1264843,57507,12412.56,3888
2026-02-18,C002,Social,Performance,North,746031,31597,9309.91,2614
2026-02-18,C002,Social,Performance,South,844207,40187,8194.24,3613
2026-02-18,C002,Social,Performance,East,1070819,32766,10733.22,1835
2026-02-18,C002,Social,Performance,West,777410,29767,8999.72,2371
2026-02-18,C003,Display,Awareness,North,501677,27042,6269.24,1604
2026-02-18,C003,Display,Awareness,South,637928,27154,6776.41,2081
2026-02-18,C003,Display,Awareness,East,641488,20535,6628.74,1653
2026-02-18,C003,Display,Awareness,West,640147,16802,5938.14,1258
2026-02-18,C004,Email,Retention,North,234832,10193,2689.61,926
2026-02-18,C004,Email,Retention,South,350240,14883,3261.17,1253
2026-02-18,C004,Email,Retention,East,323146,9919,3450.68,823
2026-02-18,C004,Email,Retention,West,255129,9123,2623.21,834
2026-02-18,C005,Affiliate,Performance,North,414334,15279,4061.05,1302
2026-02-18,C005,Affiliate,Performance,South,474126,17717,5088.98,1636
2026-02-18,C005,Affiliate,Performance,East,420310,22730,4272.24,1593
2026-02-18,C005,Affiliate,Performance,West,336980,11854,4349.18,891
2026-02-19,C001,Search,Performance,North,1443567,55652,12562.59,3850
2026-02-19,C001,Search,Performance,South,990394,28181,10880.09,2545
2026-02-19,C001,Search,Performance,East,1016853,38905,10029.37,3148
2026-02-19,C001,Search,Performance,West,811671,40106,10478.88,3714
2026-02-19,C002,Social,Performance,North,759324,29858,9367.75,2360
2026-02-19,C002,Social,Performance,South,896093,33194,9118.74,2274
2026-02-19,C002,Social,Performance,East,713316,33547,8751.66,2125
2026-02-19,C002,Social,Performance,West,632079,26276,8172.47,2070
2026-02-19,C003,Display,Awareness,North,589728,28949,6639.65,2217
2026-02-19,C003,Display,Awareness,South,563069,23635,7203.02,2158
2026-02-19,C003,Display,Awareness,East,448236,13242,5551.69,957
2026-02-19,C003,Display,Awareness,West,592821,16254,5998.56,1504
2026-02-19,C004,Email,Retention,North,341236,9351,3155.58,692
2026-02-19,C004,Email,Retention,South,348880,17395,3481.71,1501
2026-02-19,C004,Email,Retention,East,244657,12539,3059.22,1176
2026-02-19,C004,Email,Retention,West,243836,11377,2970.49,644
2026-02-19,C005,Affiliate,Performance,North,461713,24506,4700.53,2006
2026-02-19,C005,Affiliate,Performance,South,329249,16228,3493.32,1509
2026-02-19,C005,Affiliate,Performance,East,389479,17261,4206.3,1212
2026-02-19,C005,Affiliate,Performance,West,333600,14339,4322.22,1306
2026-02-20,C001,Search,Performance,North,977546,25856,10544.92,2270
2026-02-20,C001,Search,Performance,South,1229444,52423,11378.09,3623
2026-02-20,C001,Search,Performance,East,1329608,58427,12306.94,5046
2026-02-20,C001,Search,Performance,West,1363620,51032,13781.95,4762
2026-02-20,C002,Social,Performance,North,946843,41442,11296.22,3226
2026-02-20,C002,Social,Performance,South,810486,21710,9836.78,1718
2026-02-20,C002,Social,Performance,East,767380,34528,9127.78,2009
2026-02-20,C002,Social,Performance,West,977666,29233,10549.59,1823
2026-02-20,C003,Display,Awareness,North,477440,17633,6196.83,1330
2026-02-20,C003,Display,Awareness,South,540830,19731,5733.28,1747
2026-02-20,C003,Display,Awareness,East,504579,13691,6512.24,1067
2026-02-20,C003,Display,Awareness,West,564495,28981,5781.35,2240
2026-02-20,C004,Email,Retention,North,307817,8116,3053.05,753
2026-02-20,C004,Email,Retention,South,285262,9669,2624.63,561
2026-02-20,C004,Email,Retention,East,237612,9636,2972.71,624
2026-02-20,C004,Email,Retention,West,265818,14536,2975.83,1197
2026-02-20,C005,Affiliate,Performance,North,387404,9733,4962.25,796
2026-02-20,C005,Affiliate,Performance,South,367009,13698,3645.57,1021
2026-02-20,C005,Affiliate,Performance,East,383748,11632,4340.31,685
2026-02-20,C005,Affiliate,Performance,West,506448,21767,4471.21,1831
2026-02-21,C001,Search,Performance,North,998136,27856,11815.49,1731
2026-02-21,C001,Search,Performance,South,1180870,53524,11046.44,4114
2026-02-21,C001,Search,Performance,East,1095498,36609,14061.18,2525
2026-02-21,C001,Search,Performance,West,1371000,75097,12897.83,4853
2026-02-21,C002,Social,Performance,North,820046,30325,9764.06,2164
2026-02-21,C002,Social,Performance,South,1115026,33926,9769.89,2950
2026-02-21,C002,Social,Performance,East,1008162,42696,10982.11,3770
2026-02-21,C002,Social,Performance,West,954218,48658,8904.07,2792
2026-02-21,C003,Display,Awareness,North,594069,24628,6483.16,1751
2026-02-21,C003,Display,Awareness,South,701557,38512,7324.34,2326
2026-02-21,C003,Display,Awareness,East,511946,15236,6373.81,1416
2026-02-21,C003,Display,Awareness,West,910352,47530,8262.11,4499
2026-02-21,C004,Email,Retention,North,311094,12292,3056.88,881
2026-02-21,C004,Email,Retention,South,257321,11016,2881.14,859
2026-02-21,C004,Email,Retention,East,311491,13116,3206.66,831
2026-02-21,C004,Email,Retention,West,299669,7718,2862.42,534
2026-02-21,C005,Affiliate,Performance,North,429239,19680,5023.48,1529
2026-02-21,C005,Affiliate,Performance,South,600379,28248,5618.91,2243
2026-02-21,C005,Affiliate,Performance,East,371612,13962,4348.72,1102
2026-02-21,C005,Affiliate,Performance,West,462704,15567,4842.62,860
2026-02-22,C001,Search,Performance,North,1125451,28944,10781.8,2269
2026-02-22,C001,Search,Performance,South,1455354,43998,12918.23,3249
2026-02-22,C001,Search,Performance,East,1287009,47903,13265.23,3633
2026-02-22,C001,Search,Performance,West,1332065,41145,12015.43,2300
2026-02-22,C002,Social,Performance,North,1100204,47207,9945.23,4126
2026-02-22,C002,Social,Performance,South,997683,47385,10822.39,4336
2026-02-22,C002,Social,Performance,East,734094,22727,8560.68,1474
2026-02-22,C002,Social,Performance,West,872824,36356,10002.96,2854
2026-02-22,C003,Display,Awareness,North,665723,18396,8506.24,1138
2026-02-22,C003,Display,Awareness,South,594626,18683,6211.94,1239
2026-02-22,C003,Display,Awareness,East,600387,26706,7946.42,2183
2026-02-22,C003,Display,Awareness,West,721596,38232,6747.29,2133
2026-02-22,C004,Email,Retention,North,414139,18790,4079.35,1733
2026-02-22,C004,Email,Retention,South,321018,14960,2794.43,994
2026-02-22,C004,Email,Retention,East,285644,9031,3350.76,546
2026-02-22,C004,Email,Retention,West,346371,13855,3167.13,1136
2026-02-22,C005,Affiliate,Performance,North,553917,19042,5255.38,1360
2026-02-22,C005,Affiliate,Performance,South,374446,20331,4490.43,1643
2026-02-22,C005,Affiliate,Performance,East,507331,24339,4773.74,2012
2026-02-22,C005,Affiliate,Performance,West,574516,21146,5056.23,1273
2026-02-23,C001,Search,Performance,North,1325274,41354,13522.88,3108
2026-02-23,C001,Search,Performance,South,1148105,43425,13123.06,3509
2026-02-23,C001,Search,Performance,East,1006940,33304,11039.44,2096
2026-02-23,C001,Search,Performance,West,1377339,72003,12952.77,5026
2026-02-23,C002,Social,Performance,North,1021782,31148,9387.5,2904
2026-02-23,C002,Social,Performance,South,832523,29285,9243.37,1683
2026-02-23,C002,Social,Performance,East,692419,23894,8151.72,2087
2026-02-23,C002,Social,Performance,West,986715,33621,8968.55,3003
2026-02-23,C003,Display,Awareness,North,547533,25027,6770.72,2322
2026-02-23,C003,Display,Awareness,South,702613,24555,6868.06,1842
2026-02-23,C003,Display,Awareness,East,527079,18111,6605.16,1577
2026-02-23,C003,Display,Awareness,West,887656,25847,8109.65,2406
2026-02-23,C004,Email,Retention,North,355150,17529,3380.03,1627
2026-02-23,C004,Email,Retention,South,231517,11750,2645.41,708
2026-02-23,C004,Email,Retention,East,339542,11058,3325.29,994
2026-02-23,C004,Email,Retention,West,267618,7121,3273.45,596
2026-02-23,C005,Affiliate,Performance,North,457960,13760,5069.53,1217
2026-02-23,C005,Affiliate,Performance,South,432666,13272,4462.48,1112
2026-02-23,C005,Affiliate,Performance,East,539084,26879,5769.56,2370
2026-02-23,C005,Affiliate,Performance,West,477671,13452,4620.74,1191
2026-02-24,C001,Search,Performance,North,1213398,62342,13554.6,5237
2026-02-24,C001,Search,Performance,South,1060447,39483,13338.35,3571
2026-02-24,C001,Search,Performance,East,1145622,37191,13348.76,3446
2026-02-24,C001,Search,Performance,West,1206262,58220,13876.11,4117
2026-02-24,C002,Social,Performance,North,842885,30104,9389.87,2070
2026-02-24,C002,Social,Performance,South,865804,33090,9035.57,2984
2026-02-24,C002,Social,Performance,East,1002471,54616,12447.68,3549
2026-02-24,C002,Social,Performance,West,883495,39663,11336.37,3126
2026-02-24,C003,Display,Awareness,North,587119,18125,5517.91,1591
2026-02-24,C003,Display,Awareness,South,548830,20619,5436.66,1511
2026-02-24,C003,Display,Awareness,East,676469,23423,7082.33,1846
2026-02-24,C003,Display,Awareness,West,687065,26148,5983.36,2401
2026-02-24,C004,Email,Retention,North,238342,8952,2865.74,571
2026-02-24,C004,Email,Retention,South,221469,11616,2952.57,1030
2026-02-24,C004,Email,Retention,East,222928,6025,2793.08,505
2026-02-24,C004,Email,Retention,West,354460,13439,3160.53,803
2026-02-24,C005,Affiliate,Performance,North,325741,14215,3619.63,1190
2026-02-24,C005,Affiliate,Performance,South,363844,9484,4581.04,898
2026-02-24,C005,Affiliate,Performance,East,452168,17329,5100.62,1421
2026-02-24,C005,Affiliate,Performance,West,410292,20860,4302.75,1869
2026-02-25,C001,Search,Performance,North,1163786,63550,12337.49,5413
2026-02-25,C001,Search,Performance,South,1017061,41853,11973.29,3962
2026-02-25,C001,Search,Performance,East,819402,30403,10884.83,1957
2026-02-25,C001,Search,Performance,West,1473086,51734,13670.74,4557
2026-02-25,C002,Social,Performance,North,646926,19804,8323.01,1529
2026-02-25,C002,Social,Performance,South,722836,27122,8341.59,1900
2026-02-25,C002,Social,Performance,East,579723,31074,7313.09,1783
2026-02-25,C002,Social,Performance,West,775451,26320,8922.87,1784
2026-02-25,C003,Display,Awareness,North,544035,23963,6808.96,1436
2026-02-25,C003,Display,Awareness,South,478742,25030,6151.81,1567
2026-02-25,C003,Display,Awareness,East,517019,27745,6618.76,1800
2026-02-25,C003,Display,Awareness,West,809981,24351,7404.81,2171
2026-02-25,C004,Email,Retention,North,317583,16845,3002.36,1539
2026-02-25,C004,Email,Retention,South,312995,16164,2903.89,1017
2026-02-25,C004,Email,Retention,East,244691,9004,2716.32,691
2026-02-25,C004,Email,Retention,West,220597,10089,2710.21,622
2026-02-25,C005,Affiliate,Performance,North,482531,22767,4515.65,1840
2026-02-25,C005,Affiliate,Performance,South,300222,12432,3695.91,727
2026-02-25,C005,Affiliate,Performance,East,303726,10089,3965.48,940
2026-02-25,C005,Affiliate,Performance,West,425574,15137,3761.31,858
2026-02-26,C001,Search,Performance,North,1302108,38068,11532.15,3256
2026-02-26,C001,Search,Performance,South,845846,46045,10660.06,3235
2026-02-26,C001,Search,Performance,East,1123419,34556,11222.21,2102
2026-02-26,C001,Search,Performance,West,1518126,79746,13491.75,7216
2026-02-26,C002,Social,Performance,North,787654,27602,10129.11,1864
2026-02-26,C002,Social,Performance,South,948360,33836,9443.39,2061
2026-02-26,C002,Social,Performance,East,919620,26639,10185.75,1674
2026-02-26,C002,Social,Performance,West,789930,26855,9348.36,2167
2026-02-26,C003,Display,Awareness,North,683290,33973,7634.52,2145
2026-02-26,C003,Display,Awareness,South,662076,32460,7061.27,2019
2026-02-26,C003,Display,Awareness,East,562462,25705,7399.47,1738
2026-02-26,C003,Display,Awareness,West,449380,19455,5818.76,1257
2026-02-26,C004,Email,Retention,North,225712,7660,2790.48,448
2026-02-26,C004,Email,Retention,South,327830,8255,2941.95,613
2026-02-26,C004,Email,Retention,East,323857,9667,2890.49,905
2026-02-26,C004,Email,Retention,West,232152,10968,2789.23,843
2026-02-26,C005,Affiliate,Performance,North,439830,13574,4563.39,836
2026-02-26,C005,Affiliate,Performance,South,555097,19336,4971.34,1351
2026-02-26,C005,Affiliate,Performance,East,472604,22277,4179.29,1757
2026-02-26,C005,Affiliate,Performance,West,558854,14803,5069.63,966
2026-02-27,C001,Search,Performance,North,1078441,56700,10294.78,4079
2026-02-27,C001,Search,Performance,South,1043538,56190,11766.76,4090
2026-02-27,C001,Search,Performance,East,1073048,45141,9633.96,3858
2026-02-27,C001,Search,Performance,West,1268927,44736,11807.02,3236
2026-02-27,C002,Social,Performance,North,923784,49172,8653.11,3930
2026-02-27,C002,Social,Performance,South,1041225,51179,9948.16,4544
2026-02-27,C002,Social,Performance,East,775336,35055,8513.16,2559
2026-02-27,C002,Social,Performance,West,932420,33296,8883.7,2676
2026-02-27,C003,Display,Awareness,North,667358,20769,6892.22,1384
2026-02-27,C003,Display,Awareness,South,633687,25016,6038.32,1592
2026-02-27,C003,Display,Awareness,East,605706,31459,6443.41,2390
2026-02-27,C003,Display,Awareness,West,709234,23096,6866.36,1682
2026-02-27,C004,Email,Retention,North,219277,5740,2922.23,540
2026-02-27,C004,Email,Retention,South,245677,11030,2900.76,976
2026-02-27,C004,Email,Retention,East,277623,11939,2666.26,1005
2026-02-27,C004,Email,Retention,West,322883,17520,3052.12,1365
2026-02-27,C005,Affiliate,Performance,North,396377,20580,5098.92,1230
2026-02-27,C005,Affiliate,Performance,South,347035,17168,3938.5,1354
2026-02-27,C005,Affiliate,Performance,East,462846,16292,4239.22,1462
2026-02-27,C005,Affiliate,Performance,West,278235,13439,3543.26,1194
2026-02-28,C001,Search,Performance,North,1028588,47518,12602.16,3631
2026-02-28,C001,Search,Performance,South,1145109,35377,11404.01,2245
2026-02-28,C001,Search,Performance,East,1250494,63447,12840.1,5182
2026-02-28,C001,Search,Performance,West,1169364,62670,12653.29,5249
2026-02-28,C002,Social,Performance,North,833763,22165,9768.05,1862
2026-02-28,C002,Social,Performance,South,838191,28568,10496.79,2179
2026-02-28,C002,Social,Performance,East,970836,35330,11890.18,2815
2026-02-28,C002,Social,Performance,West,1258440,58931,11059.06,5416
2026-02-28,C003,Display,Awareness,North,610559,27475,7384.53,2196
2026-02-28,C003,Display,Awareness,South,804009,31913,8113.21,2430
2026-02-28,C003,Display,Awareness,East,596281,29310,7192.59,1829
2026-02-28,C003,Display,Awareness,West,446911,17021,5700.5,1384
2026-02-28,C004,Email,Retention,North,266328,9430,2736.43,870
2026-02-28,C004,Email,Retention,South,345884,13859,3090.85,944
2026-02-28,C004,Email,Retention,East,294328,7464,2632.13,575
2026-02-28,C004,Email,Retention,West,328304,12984,3137.87,758
2026-02-28,C005,Affiliate,Performance,North,484770,15560,4868.76,1156
2026-02-28,C005,Affiliate,Performance,South,469605,12795,5095.21,758
2026-02-28,C005,Affiliate,Performance,East,383223,15385,4628.4,1319
2026-02-28,C005,Affiliate,Performance,West,401161,16970,5177.75,1014
2026-03-01,C001,Search,Performance,North,1608189,52864,14786.62,3799
2026-03-01,C001,Search,Performance,South,1077365,41448,14065.39,3237
2026-03-01,C001,Search,Performance,East,1085145,30599,12384.5,2131
2026-03-01,C001,Search,Performance,West,1273062,61104,16118.84,5722
2026-03-01,C002,Social,Performance,North,1133294,49777,13115.59,3644
2026-03-01,C002,Social,Performance,South,1141886,54505,12111.56,3612
2026-03-01,C002,Social,Performance,East,909300,35980,11771.04,3292
2026-03-01,C002,Social,Performance,West,1086910,44989,10933.11,2923
2026-03-01,C003,Display,Awareness,North,862878,34896,8861.97,2058
2026-03-01,C003,Display,Awareness,South,585821,31581,7744.75,2213
2026-03-01,C003,Display,Awareness,East,767293,40648,7498.62,3171
2026-03-01,C003,Display,Awareness,West,658019,27933,8220.66,2392
2026-03-01,C004,Email,Retention,North,414110,21524,4102.24,1720
2026-03-01,C004,Email,Retention,South,292013,10013,3638.73,631
2026-03-01,C004,Email,Retention,East,387528,13187,3797.22,822
2026-03-01,C004,Email,Retention,West,404024,15847,3838.42,1014
2026-03-01,C005,Affiliate,Performance,North,470631,18381,5345.24,1119
2026-03-01,C005,Affiliate,Performance,South,646578,20220,5652.59,1217
2026-03-01,C005,Affiliate,Performance,East,547944,22993,5954.61,1283
2026-03-01,C005,Affiliate,Performance,West,398084,15276,5212.09,1339
2026-03-02,C001,Search,Performance,North,1361287,67910,15038.7,4098
2026-03-02,C001,Search,Performance,South,1563767,74345,13910.57,6888
2026-03-02,C001,Search,Performance,East,1391311,46284,12364.22,3160
2026-03-02,C001,Search,Performance,West,1638869,78599,15906.36,7244
2026-03-02,C002,Social,Performance,North,1148397,30907,10985.05,2178
2026-03-02,C002,Social,Performance,South,842142,28746,9757.12,2711
2026-03-02,C002,Social,Performance,East,1351350,49075,11847.23,4273
2026-03-02,C002,Social,Performance,West,1044746,53371,11309.08,3321
2026-03-02,C003,Display,Awareness,North,760729,32898,8382.68,2394
2026-03-02,C003,Display,Awareness,South,724061,23061,6915.93,1322
2026-03-02,C003,Display,Awareness,East,596215,21251,7295.77,1508
2026-03-02,C003,Display,Awareness,West,478282,20326,6187.7,1836
2026-03-02,C004,Email,Retention,North,361435,13582,3557.8,1127
2026-03-02,C004,Email,Retention,South,282700,11347,3092.01,627
2026-03-02,C004,Email,Retention,East,293880,10593,3839.76,997
2026-03-02,C004,Email,Retention,West,359781,14412,3917.93,1317
2026-03-02,C005,Affiliate,Performance,North,588593,29977,5505.39,2196
2026-03-02,C005,Affiliate,Performance,South,573074,20963,6096.26,1963
2026-03-02,C005,Affiliate,Performance,East,538320,21218,4915.34,1225
2026-03-02,C005,Affiliate,Performance,West,514289,19293,5302.57,1738
2026-03-03,C001,Search,Performance,North,1415444,37705,14546.09,3539
2026-03-03,C001,Search,Performance,South,1256520,42377,13156.65,3126
2026-03-03,C001,Search,Performance,East,1093015,31557,13215.51,2111
2026-03-03,C001,Search,Performance,West,1586669,62116,14940.12,3981
2026-03-03,C002,Social,Performance,North,1110298,39183,9860.82,3703
2026-03-03,C002,Social,Performance,South,887138,26946,9396.73,2442
2026-03-03,C002,Social,Performance,East,1418815,37606,12407.82,2213
2026-03-03,C002,Social,Performance,West,1038300,34736,10001.14,2166
2026-03-03,C003,Display,Awareness,North,667727,28830,7125.56,2079
2026-03-03,C003,Display,Awareness,South,589546,28595,7748.6,1584
2026-03-03,C003,Display,Awareness,East,717903,29481,7776.79,2183
2026-03-03,C003,Display,Awareness,West,695077,35881,7674.62,3256
2026-03-03,C004,Email,Retention,North,431507,23241,3850.12,1751
2026-03-03,C004,Email,Retention,South,274684,9163,2950.01,855
2026-03-03,C004,Email,Retention,East,305085,10180,3535.09,724
2026-03-03,C004,Email,Retention,West,355621,9476,3093.66,740
2026-03-03,C005,Affiliate,Performance,North,464065,16007,5437.1,936
2026-03-03,C005,Affiliate,Performance,South,338919,18300,3889.87,1698
2026-03-03,C005,Affiliate,Performance,East,624284,15722,5604.8,1374
2026-03-03,C005,Affiliate,Performance,West,485275,13461,4296.95,827
2026-03-04,C001,Search,Performance,North,1047591,34286,13862.92,2502
2026-03-04,C001,Search,Performance,South,1498880,70439,14592.42,6678
2026-03-04,C001,Search,Performance,East,1373235,51042,14255.1,3152
2026-03-04,C001,Search,Performance,West,1314671,66521,11522.28,4984
2026-03-04,C002,Social,Performance,North,872874,40020,9021.82,3025
2026-03-04,C002,Social,Performance,South,1249531,54154,10902.33,3782
2026-03-04,C002,Social,Performance,East,880007,31159,9736.69,2251
2026-03-04,C002,Social,Performance,West,1156818,45723,10885.54,3966
2026-03-04,C003,Display,Awareness,North,667758,21467,6217.54,1373
2026-03-04,C003,Display,Awareness,South,777856,25533,8172.47,1413
2026-03-04,C003,Display,Awareness,East,705328,38094,7598.82,2965
2026-03-04,C003,Display,Awareness,West,1019891,29763,9310.91,2314
2026-03-04,C004,Email,Retention,North,366302,13245,3531.63,777
2026-03-04,C004,Email,Retention,South,357062,13152,3826.38,1179
2026-03-04,C004,Email,Retention,East,423088,16205,3722.24,1099
2026-03-04,C004,Email,Retention,West,321823,14685,3350.8,968
2026-03-04,C005,Affiliate,Performance,North,455238,15691,5107.07,1171
2026-03-04,C005,Affiliate,Performance,South,431324,13270,4910.94,894
2026-03-04,C005,Affiliate,Performance,East,476920,20171,5139.87,1902
2026-03-04,C005,Affiliate,Performance,West,454377,20646,5366.82,1726
2026-03-05,C001,Search,Performance,North,1303054,35081,12765.67,2765
2026-03-05,C001,Search,Performance,South,1472880,46143,14083.34,4091
2026-03-05,C001,Search,Performance,East,955915,51236,11896.72,2966
2026-03-05,C001,Search,Performance,West,1121279,39732,13515.29,3170
2026-03-05,C002,Social,Performance,North,806457,25937,9313.62,1648
2026-03-05,C002,Social,Performance,South,958490,44206,10481.52,2815
2026-03-05,C002,Social,Performance,East,1035830,55561,9081.59,4834
2026-03-05,C002,Social,Performance,West,746889,20196,8821.57,1366
2026-03-05,C003,Display,Awareness,North,796691,40431,7508.23,3590
2026-03-05,C003,Display,Awareness,South,561139,25597,6277.64,1728
2026-03-05,C003,Display,Awareness,East,572337,21334,7591.38,1454
2026-03-05,C003,Display,Awareness,West,742529,35632,7227.61,2393
2026-03-05,C004,Email,Retention,North,301822,14128,3250.54,1168
2026-03-05,C004,Email,Retention,South,432229,13725,3775.1,1118
2026-03-05,C004,Email,Retention,East,302304,14375,3720.46,1117
2026-03-05,C004,Email,Retention,West,302629,11873,3519.49,811
2026-03-05,C005,Affiliate,Performance,North,555905,24432,5685.72,1850
2026-03-05,C005,Affiliate,Performance,South,406441,13000,5275.27,970
2026-03-05,C005,Affiliate,Performance,East,448278,15548,4710.53,1015
2026-03-05,C005,Affiliate,Performance,West,457766,13274,4892.79,1222
2026-03-06,C001,Search,Performance,North,1138741,54974,14369.24,4800
2026-03-06,C001,Search,Performance,South,1567066,44534,14824.12,3596
2026-03-06,C001,Search,Performance,East,1430852,55446,14187.04,4222
2026-03-06,C001,Search,Performance,West,1187817,52464,15552.43,3056
2026-03-06,C002,Social,Performance,North,841838,24415,8695.14,2018
2026-03-06,C002,Social,Performance,South,1046644,31295,9800.0,1851
2026-03-06,C002,Social,Performance,East,647203,28791,8164.7,2583
2026-03-06,C002,Social,Performance,West,1372657,60097,12694.81,3486
2026-03-06,C003,Display,Awareness,North,600753,21958,7034.43,2035
2026-03-06,C003,Display,Awareness,South,713677,35718,7178.77,2979
2026-03-06,C003,Display,Awareness,East,664072,29334,7721.42,2013
2026-03-06,C003,Display,Awareness,West,814369,26798,7087.21,1773
2026-03-06,C004,Email,Retention,North,416845,22606,3843.49,2125
2026-03-06,C004,Email,Retention,South,294230,14610,3791.09,1181
2026-03-06,C004,Email,Retention,East,319143,17385,3159.6,1590
2026-03-06,C004,Email,Retention,West,330678,8663,3572.39,602
2026-03-06,C005,Affiliate,Performance,North,510066,13594,5462.63,979
2026-03-06,C005,Affiliate,Performance,South,529644,27995,5648.87,2257
2026-03-06,C005,Affiliate,Performance,East,412467,22346,5312.41,1550
2026-03-06,C005,Affiliate,Performance,West,400773,14290,4258.36,1176
2026-03-07,C001,Search,Performance,North,1448556,49931,16897.57,2996
2026-03-07,C001,Search,Performance,South,1658248,43436,16382.55,3427
2026-03-07,C001,Search,Performance,East,973825,43941,12472.34,3860
2026-03-07,C001,Search,Performance,West,1011020,38053,11924.35,3369
2026-03-07,C002,Social,Performance,North,1048204,32258,10803.69,1905
2026-03-07,C002,Social,Performance,South,1309618,64976,11751.28,5549
2026-03-07,C002,Social,Performance,East,892056,24746,9209.84,2109
2026-03-07,C002,Social,Performance,West,1018218,31155,10358.55,1948
2026-03-07,C003,Display,Awareness,North,685583,18147,9056.59,1413
2026-03-07,C003,Display,Awareness,South,896298,31193,8316.01,2151
2026-03-07,C003,Display,Awareness,East,525817,24743,6912.79,1980
2026-03-07,C003,Display,Awareness,West,847291,40034,8625.56,3283
2026-03-07,C004,Email,Retention,North,281438,8132,3516.03,667
2026-03-07,C004,Email,Retention,South,362923,19555,3319.1,1567
2026-03-07,C004,Email,Retention,East,383804,18592,3848.39,1545
2026-03-07,C004,Email,Retention,West,459135,12252,4236.41,1040
2026-03-07,C005,Affiliate,Performance,North,537008,18486,5337.11,1725
2026-03-07,C005,Affiliate,Performance,South,460178,19508,6028.25,1202
2026-03-07,C005,Affiliate,Performance,East,433561,17269,5136.05,1581
2026-03-07,C005,Affiliate,Performance,West,493049,14459,5907.01,1234
2026-03-08,C001,Search,Performance,North,1316221,58411,16276.86,3756
2026-03-08,C001,Search,Performance,South,1211414,55122,14905.98,4340
2026-03-08,C001,Search,Performance,East,1277728,47485,13751.01,4480
2026-03-08,C001,Search,Performance,West,1438926,48699,16598.54,3369
2026-03-08,C002,Social,Performance,North,1064876,35109,9540.91,3189
2026-03-08,C002,Social,Performance,South,921915,41206,11649.32,3761
2026-03-08,C002,Social,Performance,East,1218541,41488,11937.97,2594
2026-03-08,C002,Social,Performance,West,967405,26884,11100.55,1633
2026-03-08,C003,Display,Awareness,North,847175,24772,7930.64,1491
2026-03-08,C003,Display,Awareness,South,742303,22948,7368.72,1351
2026-03-08,C003,Display,Awareness,East,778351,32004,7688.72,2627
2026-03-08,C003,Display,Awareness,West,919596,40335,8988.61,2647
2026-03-08,C004,Email,Retention,North,410057,17257,3706.26,1523
2026-03-08,C004,Email,Retention,South,404338,12093,3526.26,999
2026-03-08,C004,Email,Retention,East,318168,15406,4013.17,1408
2026-03-08,C004,Email,Retention,West,315721,13866,3495.85,1001
2026-03-08,C005,Affiliate,Performance,North,491401,26086,4658.49,2416
2026-03-08,C005,Affiliate,Performance,South,431663,22119,5264.75,1868
2026-03-08,C005,Affiliate,Performance,East,474298,24837,5533.13,1995
2026-03-08,C005,Affiliate,Performance,West,577052,18878,5557.02,1581
2026-03-09,C001,Search,Performance,North,1370047,40255,13690.88,3539
2026-03-09,C001,Search,Performance,South,1130261,50373,13391.52,3586
2026-03-09,C001,Search,Performance,East,954801,49923,12616.88,3284
2026-03-09,C001,Search,Performance,West,1520442,83594,14105.98,5304
2026-03-09,C002,Social,Performance,North,1280588,67198,11271.0,5047
2026-03-09,C002,Social,Performance,South,977567,28420,9152.88,2674
2026-03-09,C002,Social,Performance,East,837285,41427,9750.76,2905
2026-03-09,C002,Social,Performance,West,788887,27821,10044.93,2622
2026-03-09,C003,Display,Awareness,North,542642,29620,6645.02,2601
2026-03-09,C003,Display,Awareness,South,773537,20964,8967.6,1200
2026-03-09,C003,Display,Awareness,East,856070,34159,7633.23,3030
2026-03-09,C003,Display,Awareness,West,628879,29090,6774.13,2451
2026-03-09,C004,Email,Retention,North,331122,8980,3295.01,623
2026-03-09,C004,Email,Retention,South,298512,16384,3096.86,1212
2026-03-09,C004,Email,Retention,East,358560,15368,3355.56,1390
2026-03-09,C004,Email,Retention,West,358941,15480,3925.53,1241
2026-03-09,C005,Affiliate,Performance,North,365332,9316,4639.59,837
2026-03-09,C005,Affiliate,Performance,South,426127,13357,5045.37,1127
2026-03-09,C005,Affiliate,Performance,East,424635,22842,5210.23,2034
2026-03-09,C005,Affiliate,Performance,West,463238,17233,4228.5,1473
